0.025, 176.7098
0.050, 175.5984
0.075, 176.7098
0.100, 176.1541
0.125, 175.5984
0.150, 176.7098
0.175, 175.0427
0.200, 176.1541
0.225, 175.0427
0.250, 175.0427
0.275, 175.5984
0.300, 175.0427
0.325, 174.4871
0.350, 175.5984
0.375, 175.0427
0.400, 175.5984
0.425, 175.0427
0.450, 175.0427
0.475, 176.1541
0.500, 176.1541
0.525, 176.1541
0.550, 175.0427
0.575, 175.0427
0.600, 175.0427
0.625, 175.5984
0.650, 175.0427
0.675, 175.0427
0.700, 175.5984
0.725, 175.5984
0.750, 175.5984
0.775, 175.5984
0.800, 175.0427
0.825, 173.3757
0.850, 175.0427
0.875, 175.5984
0.900, 175.5984
0.925, 175.0427
0.950, 175.5984
0.975, 175.5984
1.000, 175.0427
1.025, 173.9314
1.050, 175.0427
1.075, 175.0427
1.100, 175.5984
1.125, 175.5984
1.150, 175.0427
1.175, 175.5984
1.200, 175.0427
1.225, 175.0427
1.250, 176.7098
1.275, 175.0427
1.300, 175.5984
1.325, 175.5984
1.350, 176.1541
1.375, 175.5984
1.400, 176.1541
1.425, 176.1541
1.450, 176.1541
1.475, 175.5984
1.500, 176.1541
1.525, 176.1541
1.550, 176.1541
1.575, 176.1541
1.600, 175.5984
1.625, 174.4871
1.650, 175.5984
1.675, 175.0427
1.700, 174.4871
1.725, 174.4871
1.750, 175.0427
1.775, 173.9314
1.800, 173.9314
1.825, 173.9314
1.850, 174.4871
1.875, 174.4871
1.900, 173.9314
1.925, 174.4871
1.950, 173.9314
1.975, 174.4871
2.000, 173.9314
2.025, 173.3757
2.050, 174.4871
2.075, 175.0427
2.100, 173.9314
2.125, 173.9314
2.150, 174.4871
2.175, 174.4871
2.200, 173.9314
2.225, 175.0427
2.250, 173.9314
2.275, 173.9314
2.300, 172.2643
2.325, 174.4871
2.350, 175.0427
2.375, 175.0427
2.400, 175.0427
2.425, 174.4871
2.450, 172.2643
2.475, 175.0427
2.500, 173.9314
2.525, 174.4871
2.550, 174.4871
2.575, 174.4871
2.600, 174.4871
2.625, 175.5984
2.650, 173.9314
2.675, 174.4871
2.700, 174.4871
2.725, 175.0427
2.750, 174.4871
2.775, 173.9314
2.800, 173.3757
2.825, 174.4871
2.850, 175.5984
2.875, 174.4871
2.900, 173.9314
2.925, 173.9314
2.950, 173.9314
2.975, 174.4871
3.000, 174.4871
3.025, 173.9314
3.050, 173.3757
3.075, 173.9314
3.100, 174.4871
3.125, 172.2643
3.150, 173.9314
3.175, 173.9314
3.200, 174.4871
3.225, 173.3757
3.250, 173.9314
3.275, 174.4871
3.300, 173.9314
3.325, 174.4871
3.350, 173.9314
3.375, 173.3757
3.400, 173.9314
3.425, 173.3757
3.450, 173.9314
3.475, 173.3757
3.500, 172.8200
3.525, 172.8200
3.550, 173.9314
3.575, 173.3757
3.600, 173.9314
3.625, 172.2643
3.650, 173.3757
3.675, 173.3757
3.700, 172.8200
3.725, 172.8200
3.750, 173.3757
3.775, 172.8200
3.800, 174.4871
3.825, 173.9314
3.850, 173.3757
3.875, 173.9314
3.900, 172.8200
3.925, 173.9314
3.950, 173.9314
3.975, 172.8200
4.000, 174.4871
4.025, 173.9314
4.050, 173.3757
4.075, 173.9314
4.100, 173.9314
4.125, 172.8200
4.150, 173.3757
4.175, 173.3757
4.200, 173.3757
4.225, 173.3757
4.250, 173.9314
4.275, 173.3757
4.300, 173.9314
4.325, 173.9314
4.350, 174.4871
4.375, 172.8200
4.400, 173.9314
4.425, 173.3757
4.450, 173.9314
4.475, 173.9314
4.500, 174.4871
4.525, 173.9314
4.550, 173.3757
4.575, 172.8200
4.600, 173.9314
4.625, 173.3757
4.650, 174.4871
4.675, 172.8200
4.700, 173.9314
4.725, 172.8200
4.750, 173.9314
4.775, 173.3757
4.800, 174.4871
4.825, 173.3757
4.850, 173.3757
4.875, 173.9314
4.900, 172.8200
4.925, 172.2643
4.950, 173.9314
4.975, 173.3757
5.000, 173.9314
5.025, 174.4871
5.050, 173.3757
5.075, 173.3757
5.100, 173.9314
5.125, 173.3757
5.150, 173.9314
5.175, 174.4871
5.200, 173.9314
5.225, 173.3757
5.250, 173.3757
5.275, 174.4871
5.300, 173.3757
5.325, 174.4871
5.350, 173.9314
5.375, 174.4871
5.400, 174.4871
5.425, 174.4871
5.450, 174.4871
5.475, 174.4871
5.500, 174.4871
5.525, 173.9314
5.550, 173.3757
5.575, 173.9314
5.600, 175.0427
5.625, 173.9314
5.650, 173.3757
5.675, 173.9314
5.700, 175.0427
5.725, 174.4871
5.750, 173.3757
5.775, 173.9314
5.800, 173.9314
